Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login Data Driven,Chrome 71.0.3578.98,,2019-01-24 14:46:29,2019-01-24 14:47:28,58.254s,PASSED
,,,,,,
Test Cases/Alfacart Website/Login Upload Excel,Chrome 71.0.3578.98,,2019-01-24 14:46:30,2019-01-24 14:46:49,18.547s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-24 14:46:30,2019-01-24 14:46:34,3.981s,PASSED
"Statement - autoit_prj = ""D:\Katalon\Authentication_Custom.exe""",Chrome 71.0.3578.98,,2019-01-24 14:46:34,2019-01-24 14:46:34,0.003s,NOT_RUN
Statement - java.lang.Runtime.getRuntime().exec(autoit_prj),Chrome 71.0.3578.98,,2019-01-24 14:46:34,2019-01-24 14:46:34,0.003s,NOT_RUN
Statement - java.lang.Thread.sleep(500),Chrome 71.0.3578.98,,2019-01-24 14:46:34,2019-01-24 14:46:34,0.005s,NOT_RUN
navigateToUrl,Chrome 71.0.3578.98,,2019-01-24 14:46:34,2019-01-24 14:46:42,7.981s,PASSED
Statement - For (def index : (0..0)),Chrome 71.0.3578.98,,2019-01-24 14:46:42,2019-01-24 14:46:42,0.003s,NOT_RUN
click,Chrome 71.0.3578.98,,2019-01-24 14:46:42,2019-01-24 14:46:43,0.316s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-24 14:46:43,2019-01-24 14:46:45,2.036s,PASSED
click,Chrome 71.0.3578.98,,2019-01-24 14:46:45,2019-01-24 14:46:46,1.154s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-24 14:46:46,2019-01-24 14:46:46,0.383s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-24 14:46:46,2019-01-24 14:46:47,0.203s,PASSED
click,Chrome 71.0.3578.98,,2019-01-24 14:46:47,2019-01-24 14:46:49,2.084s,PASSED
,,,,,,
Test Cases/Alfacart Website/Login Upload Excel,Chrome 71.0.3578.98,,2019-01-24 14:46:49,2019-01-24 14:47:05,16.400s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-24 14:46:49,2019-01-24 14:46:52,2.936s,PASSED
"Statement - autoit_prj = ""D:\Katalon\Authentication_Custom.exe""",Chrome 71.0.3578.98,,2019-01-24 14:46:52,2019-01-24 14:46:52,0.001s,NOT_RUN
Statement - java.lang.Runtime.getRuntime().exec(autoit_prj),Chrome 71.0.3578.98,,2019-01-24 14:46:52,2019-01-24 14:46:52,0.001s,NOT_RUN
Statement - java.lang.Thread.sleep(500),Chrome 71.0.3578.98,,2019-01-24 14:46:52,2019-01-24 14:46:52,0.002s,NOT_RUN
navigateToUrl,Chrome 71.0.3578.98,,2019-01-24 14:46:52,2019-01-24 14:47:00,8.235s,PASSED
Statement - For (def index : (0..0)),Chrome 71.0.3578.98,,2019-01-24 14:47:00,2019-01-24 14:47:00,0.001s,NOT_RUN
click,Chrome 71.0.3578.98,,2019-01-24 14:47:00,2019-01-24 14:47:00,0.217s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-24 14:47:00,2019-01-24 14:47:02,2.002s,PASSED
click,Chrome 71.0.3578.98,,2019-01-24 14:47:02,2019-01-24 14:47:03,0.926s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-24 14:47:03,2019-01-24 14:47:03,0.286s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-24 14:47:03,2019-01-24 14:47:03,0.187s,PASSED
click,Chrome 71.0.3578.98,,2019-01-24 14:47:03,2019-01-24 14:47:05,1.586s,PASSED
,,,,,,
Test Cases/Alfacart Website/Login Upload Excel,Chrome 71.0.3578.98,,2019-01-24 14:47:05,2019-01-24 14:47:27,21.900s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-24 14:47:05,2019-01-24 14:47:08,2.790s,PASSED
"Statement - autoit_prj = ""D:\Katalon\Authentication_Custom.exe""",Chrome 71.0.3578.98,,2019-01-24 14:47:08,2019-01-24 14:47:08,0.001s,NOT_RUN
Statement - java.lang.Runtime.getRuntime().exec(autoit_prj),Chrome 71.0.3578.98,,2019-01-24 14:47:08,2019-01-24 14:47:08,0.000s,NOT_RUN
Statement - java.lang.Thread.sleep(500),Chrome 71.0.3578.98,,2019-01-24 14:47:08,2019-01-24 14:47:08,0.001s,NOT_RUN
navigateToUrl,Chrome 71.0.3578.98,,2019-01-24 14:47:08,2019-01-24 14:47:22,13.754s,PASSED
Statement - For (def index : (0..0)),Chrome 71.0.3578.98,,2019-01-24 14:47:22,2019-01-24 14:47:22,0.002s,NOT_RUN
click,Chrome 71.0.3578.98,,2019-01-24 14:47:22,2019-01-24 14:47:22,0.234s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-24 14:47:22,2019-01-24 14:47:24,2.003s,PASSED
click,Chrome 71.0.3578.98,,2019-01-24 14:47:24,2019-01-24 14:47:26,2.270s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-24 14:47:26,2019-01-24 14:47:27,0.403s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-24 14:47:27,2019-01-24 14:47:27,0.199s,PASSED
click,Chrome 71.0.3578.98,,2019-01-24 14:47:27,2019-01-24 14:47:27,0.222s,PASSED
