Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New_Apg_VA,Chrome 71.0.3578.98,,2019-01-30 14:11:49,2019-01-30 14:13:25,1m - 35.795s,PASSED
,,,,,,
Test Cases/Web UAT/Login UAT,Chrome 71.0.3578.98,,2019-01-30 14:11:49,2019-01-30 14:12:15,25.900s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-30 14:11:50,2019-01-30 14:11:55,5.123s,PASSED
"Statement - autoit_prj = ""D:\Katalon\Authentication_Custom.exe""",Chrome 71.0.3578.98,,2019-01-30 14:11:55,2019-01-30 14:11:55,0.002s,PASSED
Statement - java.lang.Runtime.getRuntime().exec(autoit_prj),Chrome 71.0.3578.98,,2019-01-30 14:11:55,2019-01-30 14:11:55,0.018s,PASSED
Statement - java.lang.Thread.sleep(500),Chrome 71.0.3578.98,,2019-01-30 14:11:55,2019-01-30 14:11:56,0.509s,PASSED
navigateToUrl,Chrome 71.0.3578.98,,2019-01-30 14:11:56,2019-01-30 14:12:06,10.751s,PASSED
Statement - For (def index : (0..0)),Chrome 71.0.3578.98,,2019-01-30 14:12:06,2019-01-30 14:12:06,0.003s,NOT_RUN
click,Chrome 71.0.3578.98,,2019-01-30 14:12:06,2019-01-30 14:12:06,0.003s,NOT_RUN
delay,Chrome 71.0.3578.98,,2019-01-30 14:12:06,2019-01-30 14:12:08,2.053s,PASSED
click,Chrome 71.0.3578.98,,2019-01-30 14:12:08,2019-01-30 14:12:09,1.003s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-30 14:12:09,2019-01-30 14:12:10,0.317s,PASSED
setEncryptedText,Chrome 71.0.3578.98,,2019-01-30 14:12:10,2019-01-30 14:12:10,0.258s,PASSED
click,Chrome 71.0.3578.98,,2019-01-30 14:12:10,2019-01-30 14:12:15,5.418s,PASSED
,,,,,,
Test Cases/Web UAT/Search,Chrome 71.0.3578.98,,2019-01-30 14:12:15,2019-01-30 14:12:24,8.247s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-30 14:12:16,2019-01-30 14:12:16,0.001s,NOT_RUN
navigateToUrl,Chrome 71.0.3578.98,,2019-01-30 14:12:16,2019-01-30 14:12:16,0.001s,NOT_RUN
setText,Chrome 71.0.3578.98,,2019-01-30 14:12:16,2019-01-30 14:12:16,0.512s,PASSED
click,Chrome 71.0.3578.98,,2019-01-30 14:12:16,2019-01-30 14:12:24,7.511s,PASSED
,,,,,,
Test Cases/Web UAT/add_to_cart,Chrome 71.0.3578.98,,2019-01-30 14:12:24,2019-01-30 14:12:26,2.485s,PASSED
click,Chrome 71.0.3578.98,,2019-01-30 14:12:24,2019-01-30 14:12:24,0.272s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-30 14:12:24,2019-01-30 14:12:26,2.002s,PASSED
,,,,,,
Test Cases/Web UAT/cart,Chrome 71.0.3578.98,,2019-01-30 14:12:26,2019-01-30 14:12:29,3.148s,PASSED
click,Chrome 71.0.3578.98,,2019-01-30 14:12:26,2019-01-30 14:12:29,2.959s,PASSED
Statement - println(noOrder),Chrome 71.0.3578.98,,2019-01-30 14:12:29,2019-01-30 14:12:29,0.022s,PASSED
,,,,,,
Test Cases/Web UAT/checkout,Chrome 71.0.3578.98,,2019-01-30 14:12:29,2019-01-30 14:13:09,39.495s,PASSED
click,Chrome 71.0.3578.98,,2019-01-30 14:12:30,2019-01-30 14:12:48,18.737s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-30 14:12:48,2019-01-30 14:12:58,10.003s,PASSED
click,Chrome 71.0.3578.98,,2019-01-30 14:12:58,2019-01-30 14:12:58,0.132s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-30 14:12:58,2019-01-30 14:13:03,5.002s,PASSED
Statement - noOrder = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/New Apg/TEMP_ORDER/noOrder2)),Chrome 71.0.3578.98,,2019-01-30 14:13:03,2019-01-30 14:13:09,5.339s,PASSED
Statement - println(noOrder),Chrome 71.0.3578.98,,2019-01-30 14:13:09,2019-01-30 14:13:09,0.001s,PASSED
Statement - noOrder = noOrder,Chrome 71.0.3578.98,,2019-01-30 14:13:09,2019-01-30 14:13:09,0.001s,PASSED
Statement - println(noOrder),Chrome 71.0.3578.98,,2019-01-30 14:13:09,2019-01-30 14:13:09,0.001s,PASSED
,,,,,,
Test Cases/Web UAT/virtual_account,Chrome 71.0.3578.98,,2019-01-30 14:13:09,2019-01-30 14:13:24,14.919s,PASSED
click,Chrome 71.0.3578.98,,2019-01-30 14:13:09,2019-01-30 14:13:09,0.126s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-30 14:13:09,2019-01-30 14:13:12,3.003s,PASSED
click,Chrome 71.0.3578.98,,2019-01-30 14:13:12,2019-01-30 14:13:23,11.058s,PASSED
verifyElementVisible,Chrome 71.0.3578.98,,2019-01-30 14:13:23,2019-01-30 14:13:24,0.541s,PASSED
