Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New_Apg_VA,Chrome 71.0.3578.98,,2019-01-29 17:59:29,2019-01-29 18:00:57,1m - 28.220s,FAILED
,,,,,,
Test Cases/Web UAT/Login UAT,Chrome 71.0.3578.98,,2019-01-29 17:59:30,2019-01-29 17:59:57,27.472s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-29 17:59:30,2019-01-29 17:59:35,5.080s,PASSED
"Statement - autoit_prj = ""D:\Katalon\Authentication_Custom.exe""",Chrome 71.0.3578.98,,2019-01-29 17:59:35,2019-01-29 17:59:35,0.002s,PASSED
Statement - java.lang.Runtime.getRuntime().exec(autoit_prj),Chrome 71.0.3578.98,,2019-01-29 17:59:35,2019-01-29 17:59:35,0.087s,PASSED
Statement - java.lang.Thread.sleep(500),Chrome 71.0.3578.98,,2019-01-29 17:59:35,2019-01-29 17:59:36,0.518s,PASSED
navigateToUrl,Chrome 71.0.3578.98,,2019-01-29 17:59:36,2019-01-29 17:59:45,9.320s,PASSED
Statement - For (def index : (0..0)),Chrome 71.0.3578.98,,2019-01-29 17:59:45,2019-01-29 17:59:45,0.002s,NOT_RUN
click,Chrome 71.0.3578.98,,2019-01-29 17:59:45,2019-01-29 17:59:45,0.002s,NOT_RUN
delay,Chrome 71.0.3578.98,,2019-01-29 17:59:45,2019-01-29 17:59:47,2.056s,PASSED
click,Chrome 71.0.3578.98,,2019-01-29 17:59:47,2019-01-29 17:59:48,0.712s,PASSED
setText,Chrome 71.0.3578.98,,2019-01-29 17:59:48,2019-01-29 17:59:48,0.473s,PASSED
setEncryptedText,Chrome 71.0.3578.98,,2019-01-29 17:59:48,2019-01-29 17:59:49,0.372s,PASSED
click,Chrome 71.0.3578.98,,2019-01-29 17:59:49,2019-01-29 17:59:57,8.382s,PASSED
,,,,,,
Test Cases/Web UAT/Search,Chrome 71.0.3578.98,,2019-01-29 17:59:57,2019-01-29 18:00:06,9.275s,PASSED
openBrowser,Chrome 71.0.3578.98,,2019-01-29 17:59:57,2019-01-29 17:59:57,0.002s,NOT_RUN
navigateToUrl,Chrome 71.0.3578.98,,2019-01-29 17:59:57,2019-01-29 17:59:57,0.005s,NOT_RUN
setText,Chrome 71.0.3578.98,,2019-01-29 17:59:57,2019-01-29 17:59:58,0.514s,PASSED
click,Chrome 71.0.3578.98,,2019-01-29 17:59:58,2019-01-29 18:00:06,8.477s,PASSED
,,,,,,
Test Cases/Web UAT/add_to_cart,Chrome 71.0.3578.98,,2019-01-29 18:00:06,2019-01-29 18:00:07,0.503s,PASSED
click,Chrome 71.0.3578.98,,2019-01-29 18:00:07,2019-01-29 18:00:07,0.276s,PASSED
,,,,,,
Test Cases/Web UAT/cart,Chrome 71.0.3578.98,,2019-01-29 18:00:07,2019-01-29 18:00:09,2.554s,PASSED
click,Chrome 71.0.3578.98,,2019-01-29 18:00:07,2019-01-29 18:00:09,2.286s,PASSED
,,,,,,
Test Cases/Web UAT/checkout,Chrome 71.0.3578.98,,2019-01-29 18:00:09,2019-01-29 18:00:25,15.144s,FAILED
click,Chrome 71.0.3578.98,,2019-01-29 18:00:10,2019-01-29 18:00:14,4.397s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-29 18:00:14,2019-01-29 18:00:24,10.003s,PASSED
click,Chrome 71.0.3578.98,,2019-01-29 18:00:24,2019-01-29 18:00:25,0.464s,FAILED
,,,,,,
Test Cases/Web UAT/virtual_account,Chrome 71.0.3578.98,,2019-01-29 18:00:25,2019-01-29 18:00:56,31.971s,FAILED
click,Chrome 71.0.3578.98,,2019-01-29 18:00:25,2019-01-29 18:00:56,31.744s,FAILED
